OrderID,Region,Country,CustID,Customer_Name,ProductSKU,Product_Category,OrderLineItem,OrderQuantity,ProductCost,ProductPrice,OrderDate,AcquisitionSource,TransactionID,Fraud,PaymentMethod,CardType,Gender
SO55614,Australia,Australia,19584,TERRANCE SANCHEZ,PK-7098,Plant Care & Seeds,3,2,0.8565,2.29,06-10-2021,"Google-ads",B4999921712217301,NA,CREDITCARD,,M
SO55614,Australia,Australia,19584,TERRANCE SANCHEZ,TT-R982,Plant Care & Seeds,2,2,1.4923,3.99,06-10-2021,"Google-ads",R2751882548071460,FALSE,CREDITCARD,AMEX,M
SO55614,Australia,Australia,19584,TERRANCE SANCHEZ,TI-R092,Plant Care & Seeds,1,2,8.0373,21.49,06-10-2021,"Yt-Campaign",R1153325181854930,FALSE,PAYPAL,,M
SO55619,Australia,Australia,26668,TONI MADAN,LJ-0192-S,Pots,2,1,31.7244,48.0673,06-10-2021,"Meta-ads",F8342150777728565,FALSE,CREDITCARD,VISA,M
SO55619,Australia,Australia,26668,TONI MADAN,SH-W890-L,Pots,1,1,26.1763,69.99,06-10-2021,"Google-ads",M1770465644279657,FALSE,CREDITCARD,VISA,M
SO55635,Southwest,United States,15883,TRISTAN COLEMAN,CA-1098,Pots,4,3,5.7052,8.6442,06-10-2021,"Google-ads",T7330566859522945,FALSE,CREDITCARD,VISA,M
SO55635,Southwest,United States,15883,TRISTAN COLEMAN,FE-6654,Plant Care & Seeds,2,2,8.2205,21.98,06-10-2021,"Meta-ads",D2985514836174492,FALSE,CREDITCARD,MC,M
SO55635,Southwest,United States,15883,TRISTAN COLEMAN,TT-M928,Plant Care & Seeds,1,2,1.8663,4.99,06-10-2021,"Meta-ads",H5436961979209841,FALSE,CREDITCARD,MC,M
SO55635,Southwest,United States,15883,TRISTAN COLEMAN,SJ-0194-M,Pots,3,1,41.5723,53.99,06-10-2021,"Google-ads",D4823972499149597,FALSE,CREDITCARD,AMEX,M
SO55659,Southwest,United States,16372,VANESSA FOSTER,PK-7098,Plant Care & Seeds,4,3,0.8565,2.29,06-10-2021,"Google-ads",M3132152190915565,FALSE,PAYPAL,VISA,
SO55659,Southwest,United States,16372,VANESSA FOSTER,TT-R982,Plant Care & Seeds,2,3,1.4923,3.99,06-10-2021,"Google-ads",F9805204395865932,FALSE,PAYPAL,VISA,
SO55659,Southwest,United States,16372,VANESSA FOSTER,BK-R89B-44,Plants,1,1,1320.6838,2181.5625,06-10-2021,"Google-ads",Y7439363222207894,FALSE,CREDITCARD,VISA,M
SO55659,Southwest,United States,16372,VANESSA FOSTER,TI-R982,Plant Care & Seeds,3,1,12.1924,32.6,06-10-2021,"Google-ads",T5133339791888570,FALSE,CREDITCARD,MC,M
SO55637,Northwest,United States,17342,WILLIAM JONES,TT-M928,Plant Care & Seeds,1,2,1.8663,4.99,06-10-2021,"Yt-Campaign",G2309264510673298,FALSE,PAYPAL,VISA,M
SO55637,Northwest,United States,17342,WILLIAM JONES,HL-U509-B,Plant Care & Seeds,2,1,12.0278,33.6442,06-10-2021,"Google-ads",T6088769619844326,FALSE,CREDITCARD,VISA,M
SO55618,Australia,Australia,27970,WILLIE ANDERSEN,GL-H102-L,Pots,2,2,9.7136,23.5481,06-10-2021,"Google-ads",M5704581373662447,FALSE,PAYPAL,VISA,M
SO55618,Australia,Australia,27970,WILLIE ANDERSEN,TT-T092,Plant Care & Seeds,1,2,1.8663,4.99,06-10-2021,"Google-ads",Y3727642635381552,FALSE,PAYPAL,VISA,M
SO55618,Australia,Australia,27970,WILLIE ANDERSEN,HL-U509,Plant Care & Seeds,3,1,12.0278,33.6442,06-10-2021,"Google-ads",X6370955484057944,FALSE,CREDITCARD,VISA,M
SO55620,Australia,Australia,28322,WILLIE CHEN,GL-H102-L,Pots,2,2,9.7136,23.5481,06-10-2021,"Google-ads",E2297377255699365,FALSE,CREDITCARD,,M
SO55620,Australia,Australia,28322,WILLIE CHEN,TT-T092,Plant Care & Seeds,1,2,1.8663,4.99,06-10-2021,"Google-ads",Q2945480443866731,FALSE,CREDITCARD,VISA,M
SO55636,Northwest,United States,15384,XAVIER ALAN,TT-M928,Plant Care & Seeds,1,2,1.8663,4.99,06-10-2021,"Google-ads",X2558496670968745,FALSE,CREDITCARD,AMEX,M
SO55636,Northwest,United States,15384,XAVIER ALAN,PK-7098,Plant Care & Seeds,2,1,0.8565,2.29,06-10-2021,"Meta-ads",H8862904154661925,FALSE,CREDITCARD,,M
SO55732,Southwest,United States,19775,ALISHA CAI,CA-1098,Pots,2,1,5.7052,8.6442,07-10-2021,"Yt-Campaign",H7827179380487953,FALSE,CREDITCARD,VISA,M
SO55732,Southwest,United States,19775,ALISHA CAI,BK-R64Y-38,Plants,1,1,605.6492,1000.4375,07-10-2021,"Google-ads",M3250278841256991,FALSE,CREDITCARD,VISA,M
SO55732,Southwest,United States,19775,ALISHA CAI,SJ-0194-L,Pots,3,1,41.5723,53.99,07-10-2021,"Yt-Campaign",O9179832814513966,FALSE,CREDITCARD,VISA,M
SO55688,Southwest,United States,28344,ALVIN ZHU,SJ-0194-M,Pots,1,1,41.5723,53.99,07-10-2021,"Google-ads",F7520703233667646,FALSE,CREDITCARD,MC,M
SO55714,France,France,21088,ALVIN ANAND,CA-1098,Pots,2,2,5.7052,8.6442,07-10-2021,"Google-ads",I4306532379022841,FALSE,CREDITCARD,MC,M
SO55714,France,France,21088,ALVIN ANAND,TI-R092,Plant Care & Seeds,1,2,8.0373,21.49,07-10-2021,"Google-ads",O6816474385134822,FALSE,CREDITCARD,MC,M
SO55726,Australia,Australia,20985,AUTUMN LIU,BK-R19B-48,Plants,1,1,343.6496,539.99,07-10-2021,"Google-ads",O2663668990638885,FALSE,CREDITCARD,VISA,M
SO55697,Canada,Canada,11501,BRANDY CHANDRA,TT-T092,Plant Care & Seeds,1,1,1.8663,4.99,07-10-2021,"Google-ads",M8553749081512378,FALSE,CREDITCARD,AMEX,M
SO55719,United Kingdom,United Kingdom,12865,BRANDY MARTINEZ,WB-H098,Plant Care & Seeds,2,3,1.8663,4.99,07-10-2021,"Meta-ads",E3440564985008323,FALSE,CREDITCARD,VISA,M
SO55719,United Kingdom,United Kingdom,12865,BRANDY MARTINEZ,CA-1098,Pots,4,2,5.7052,8.6442,07-10-2021,"Google-ads",F1756936319627295,FALSE,CREDITCARD,AMEX,M
SO55719,United Kingdom,United Kingdom,12865,BRANDY MARTINEZ,BC-M005,Plant Care & Seeds,1,2,3.7363,9.99,07-10-2021,"Yt-Campaign",O3912508725617442,FALSE,CREDITCARD,MC,M
SO55719,United Kingdom,United Kingdom,12865,BRANDY MARTINEZ,SJ-0194-L,Pots,3,1,41.5723,53.99,07-10-2021,"Google-ads",E3449791129744526,FALSE,CREDITCARD,MC,M
SO55735,Germany,Germany,25725,CHAD LAL,HL-U509-B,Plant Care & Seeds,2,1,12.0278,33.6442,07-10-2021,"Google-ads",M1643718482236813,FALSE,CREDITCARD,VISA,M
SO55735,Germany,Germany,25725,CHAD LAL,BK-T79Y-54,Plants,1,1,1481.9379,2384.07,07-10-2021,"Meta-ads",R8986385856539665,FALSE,CREDITCARD,MC,M
SO55694,Canada,Canada,11677,CHARLES WALKER,TI-R092,Plant Care & Seeds,1,2,8.0373,21.49,07-10-2021,"Google-ads",R8342468113501759,FALSE,CREDITCARD,VISA,M
SO55725,United Kingdom,United Kingdom,11247,CLAUDIA ZHOU,HL-U509-B,Plant Care & Seeds,2,1,12.0278,33.6442,07-10-2021,"Google-ads",W6423874757959996,FALSE,CREDITCARD,AMEX,M
SO55725,United Kingdom,United Kingdom,11247,CLAUDIA ZHOU,LJ-0192-L,Pots,3,1,31.7244,48.0673,07-10-2021,"Google-ads",E4193576152016063,FALSE,CREDITCARD,,M
SO55725,United Kingdom,United Kingdom,11247,CLAUDIA ZHOU,BK-T18U-50,Plants,1,1,461.4448,742.35,07-10-2021,"Google-ads",R6621236027936342,FALSE,PAYPAL,AMEX,M
SO55709,Northwest,United States,14511,DANIELLE ROGERS,TT-M928,Plant Care & Seeds,1,2,1.8663,4.99,07-10-2021,"Meta-ads",H7532952214401187,FALSE,CREDITCARD,MC,
SO55709,Northwest,United States,14511,DANIELLE ROGERS,HL-U509-R,Plant Care & Seeds,2,1,13.0863,34.99,07-10-2021,"Google-ads",P6389490270902880,FALSE,CREDITCARD,MC,M
SO55709,Northwest,United States,14511,DANIELLE ROGERS,LJ-0192-M,Pots,3,1,31.7244,48.0673,07-10-2021,"Google-ads",J3119599597228797,FALSE,CREDITCARD,MC,M
SO55710,Northwest,United States,17556,EMILY POWELL,TT-M928,Plant Care & Seeds,1,2,1.8663,4.99,07-10-2021,"Google-ads",R2305663337462409,FALSE,CREDITCARD,,M
SO55703,Canada,Canada,14353,ERIN REED,WB-H098,Plant Care & Seeds,2,2,1.8663,4.99,07-10-2021,"Google-ads",X1505572567937112,FALSE,CREDITCARD,VISA,M
SO55703,Canada,Canada,14353,ERIN REED,BC-M005,Plant Care & Seeds,1,2,3.7363,9.99,07-10-2021,"Google-ads",K8772113230891227,FALSE,CREDITCARD,VISA,M
SO55724,United Kingdom,United Kingdom,14712,EUGENE LIU,BK-T18U-58,Plants,1,1,461.4448,742.35,07-10-2021,"Google-ads",Z6844638739185792,FALSE,CREDITCARD,VISA,M
SO55705,Southwest,United States,17122,GABRIELLE GONZALEZ,WB-H098,Plant Care & Seeds,1,1,1.8663,4.99,07-10-2021,"Google-ads",U4258667829257620,FALSE,CREDITCARD,,M
SO55705,Southwest,United States,17122,GABRIELLE GONZALEZ,SJ-0194-M,Pots,2,1,41.5723,53.99,07-10-2021,"Google-ads",N7159138717877984,FALSE,CREDITCARD,VISA,M
SO55706,Canada,Canada,21815,GABRIELLE GREEN,GL-H102-M,Pots,3,3,9.7136,23.5481,07-10-2021,"Google-ads",Y6137974368212462,TRUE,CREDITCARD,VISA,M
SO55706,Canada,Canada,21815,GABRIELLE GREEN,TT-M928,Plant Care & Seeds,1,2,1.8663,4.99,07-10-2021,"Google-ads",N7869646341563448,TRUE,CREDITCARD,VISA,M
SO55706,Canada,Canada,21815,GABRIELLE GREEN,HL-U509-B,Plant Care & Seeds,2,1,12.0278,33.6442,07-10-2021,"Google-ads",O2046248746506750,FALSE,CREDITCARD,VISA,M
SO55687,France,France,17633,GARY DOMINGUEZ,TI-R628,Plant Care & Seeds,2,3,9.3463,24.99,07-10-2021,"Google-ads",L9526100060145860,FALSE,CREDITCARD,,M
SO55687,France,France,17633,GARY DOMINGUEZ,PK-7098,Plant Care & Seeds,4,2,0.8565,2.29,07-10-2021,"Yt-Campaign",N6316630858509242,FALSE,CREDITCARD,VISA,M
SO55687,France,France,17633,GARY DOMINGUEZ,TT-R982,Plant Care & Seeds,3,2,1.4923,3.99,07-10-2021,"Meta-ads",T3744105714218268,FALSE,CREDITCARD,,M
SO55687,France,France,17633,GARY DOMINGUEZ,BK-R79Y-44,Plants,1,1,1082.51,1700.99,07-10-2021,"Google-ads",B2011768982401006,FALSE,CREDITCARD,MC,P
SO55720,Southwest,United States,14024,HANNAH MOORE,CA-1098,Pots,4,3,5.7052,8.6442,07-10-2021,"Yt-Campaign",Z2180214160198848,TRUE,PAYPAL,VISA,M
SO55720,Southwest,United States,14024,HANNAH MOORE,SH-W890-M,Pots,2,1,26.1763,69.99,07-10-2021,"Google-ads",B3342146931448838,FALSE,CREDITCARD,VISA,M
SO55720,Southwest,United States,14024,HANNAH MOORE,SJ-0194-X,Pots,3,1,41.5723,53.99,07-10-2021,"Google-ads",Z2100655064935249,FALSE,CREDITCARD,VISA,M
SO55720,Southwest,United States,14024,HANNAH MOORE,BK-M38S-38,Plants,1,1,419.7784,769.49,07-10-2021,"Meta-ads",O1900443968896233,FALSE,CREDITCARD,AMEX,M
SO55704,Canada,Canada,27100,HUNTER WALKER,WB-H098,Plant Care & Seeds,1,2,1.8663,4.99,07-10-2021,"Yt-Campaign",R2207115323637431,FALSE,CREDITCARD,VISA,M
SO55704,Canada,Canada,27100,HUNTER WALKER,PK-7098,Plant Care & Seeds,2,2,0.8565,2.29,07-10-2021,"Meta-ads",Q3579262266131574,FALSE,CREDITCARD,,
SO55716,Northwest,United States,11936,HUNTER CLARK,PK-7098,Plant Care & Seeds,3,2,0.8565,2.29,07-10-2021,"Google-ads",R7191838511637173,FALSE,CREDITCARD,MC,M
SO55716,Northwest,United States,11936,HUNTER CLARK,TT-M928,Plant Care & Seeds,1,1,1.8663,4.99,07-10-2021,"Google-ads",S3502212969792702,FALSE,CREDITCARD,MC,M
SO55716,Northwest,United States,11936,HUNTER CLARK,TI-M823,Plant Care & Seeds,2,1,13.09,35,07-10-2021,"Meta-ads",D5646772528608988,FALSE,CREDITCARD,AMEX,M
SO55690,Southwest,United States,11649,IAN WHITE,SJ-0194-X,Pots,1,1,41.5723,53.99,07-10-2021,"Yt-Campaign",O6576393920984236,FALSE,CREDITCARD,MC,
SO55692,Northwest,United States,28809,ISAAC COOPER,TI-R628,Plant Care & Seeds,1,2,9.3463,24.99,07-10-2021,"Google-ads",S4605523359984306,TRUE,CREDITCARD,MC,M
SO55718,Canada,Canada,18391,JACQUELINE RUSSELL,FE-6654,Plant Care & Seeds,1,2,8.2205,21.98,07-10-2021,"Google-ads",A4551644479526929,FALSE,CREDITCARD,MC,M
SO55730,Northwest,United States,22046,JASMINE SANDERS,PK-7098,Plant Care & Seeds,3,2,0.8565,2.29,07-10-2021,"Yt-Campaign",V2450271613939364,FALSE,CREDITCARD,AMEX,M
SO55730,Northwest,United States,22046,JASMINE SANDERS,TI-R092,Plant Care & Seeds,2,2,8.0373,21.49,07-10-2021,"Meta-ads",Y5823929274024562,FALSE,CREDITCARD,VISA,M
SO55730,Northwest,United States,22046,JASMINE SANDERS,BK-R19B-48,Plants,1,1,343.6496,539.99,07-10-2021,"Google-ads",U1849939380706679,FALSE,CREDITCARD,VISA,M
SO55700,Canada,Canada,14626,JESSE GRAY,TI-R982,Plant Care & Seeds,1,1,12.1924,32.6,07-10-2021,"Google-ads",O2488594976645338,FALSE,CREDITCARD,VISA,M
SO55707,Northwest,United States,15894,JOANNA GUTIERREZ,TT-M928,Plant Care & Seeds,1,2,1.8663,4.99,07-10-2021,"Meta-ads",A3289557331061266,FALSE,CREDITCARD,VISA,M
SO55707,Northwest,United States,15894,JOANNA GUTIERREZ,HL-U509,Plant Care & Seeds,2,1,12.0278,33.6442,07-10-2021,"Google-ads",B9065847618357485,FALSE,CREDITCARD,VISA,M
SO55707,Northwest,United States,15894,JOANNA GUTIERREZ,LJ-0192-X,Pots,3,1,31.7244,48.0673,07-10-2021,"Google-ads",P4179157436148951,FALSE,CREDITCARD,,M
SO55696,Northwest,United States,25351,JORDAN PHILLIPS,GL-H102-S,Pots,2,2,9.7136,23.5481,07-10-2021,"Yt-Campaign",O8654977963213500,FALSE,PAYPAL,VISA,M
SO55696,Northwest,United States,25351,JORDAN PHILLIPS,TI-M267,Plant Care & Seeds,1,2,9.3463,24.99,07-10-2021,"Google-ads",Y6140342395474496,FALSE,CREDITCARD,MC,M
SO55727,Australia,Australia,20992,JULIO SERRANO,TI-R092,Plant Care & Seeds,2,2,8.0373,21.49,07-10-2021,"Google-ads",P1111985851596604,FALSE,CREDITCARD,VISA,
SO55727,Australia,Australia,20992,JULIO SERRANO,BK-R19B-44,Plants,1,1,343.6496,539.99,07-10-2021,"Google-ads",K6680913950283615,FALSE,CREDITCARD,VISA,M
SO55731,Southwest,United States,16504,JUSTIN RUSSELL,WB-H098,Plant Care & Seeds,3,2,1.8663,4.99,07-10-2021,"Google-ads",T2093204568852765,FALSE,CREDITCARD,AMEX,M
SO55731,Southwest,United States,16504,JUSTIN RUSSELL,BC-R205,Plant Care & Seeds,2,2,3.3623,8.99,07-10-2021,"Google-ads",Z6731136942284325,FALSE,CREDITCARD,VISA,M
SO55731,Southwest,United States,16504,JUSTIN RUSSELL,HL-U509-R,Plant Care & Seeds,4,1,13.0863,34.99,07-10-2021,"Meta-ads",U9248304162374190,TRUE,CREDITCARD,AMEX,M
SO55731,Southwest,United States,16504,JUSTIN RUSSELL,BK-R19B-44,Plants,1,1,343.6496,539.99,07-10-2021,"Meta-ads",H5033563045517770,FALSE,PAYPAL,,
SO55682,Germany,Germany,11614,KATRINA SHARMA,WB-H098,Plant Care & Seeds,3,2,1.8663,4.99,07-10-2021,"Google-ads",Y6177301974644283,FALSE,CREDITCARD,,M
SO55682,Germany,Germany,11614,KATRINA SHARMA,BC-M005,Plant Care & Seeds,2,2,3.7363,9.99,07-10-2021,"Meta-ads",U7348427124789775,FALSE,CREDITCARD,VISA,
SO55682,Germany,Germany,11614,KATRINA SHARMA,BK-M68S-38,Plants,1,1,1117.8559,2071.4196,07-10-2021,"Google-ads",R9303186027576475,FALSE,CREDITCARD,VISA,M
SO55682,Germany,Germany,11614,KATRINA SHARMA,SJ-0194-L,Pots,4,1,41.5723,53.99,07-10-2021,"Google-ads",E1807965431982550,FALSE,CREDITCARD,VISA,M
SO55693,Northwest,United States,29049,KELLY SIMMONS,TT-R982,Plant Care & Seeds,1,3,1.4923,3.99,07-10-2021,"Google-ads",M8902686654631185,FALSE,CREDITCARD,VISA,M
SO55693,Northwest,United States,29049,KELLY SIMMONS,GL-H102-S,Pots,4,2,9.7136,23.5481,07-10-2021,"Google-ads",N7077275676612335,TRUE,CREDITCARD,MC,M
SO55693,Northwest,United States,29049,KELLY SIMMONS,HL-U509-R,Plant Care & Seeds,2,1,13.0863,34.99,07-10-2021,"Google-ads",W8883102652118483,FALSE,CREDITCARD,VISA,
SO55693,Northwest,United States,29049,KELLY SIMMONS,LJ-0192-L,Pots,3,1,31.7244,48.0673,07-10-2021,"Google-ads",C9571100796423385,FALSE,CREDITCARD,VISA,M
SO55722,Southwest,United States,13032,KEVIN BAKER,PK-7098,Plant Care & Seeds,2,2,0.8565,2.29,07-10-2021,"Google-ads",Q7618435360455085,FALSE,CREDITCARD,VISA,M
SO55722,Southwest,United States,13032,KEVIN BAKER,BK-M68B-46,Plants,1,1,1105.81,2049.0982,07-10-2021,"Google-ads",S7733661433596780,FALSE,CREDITCARD,VISA,
SO55689,Northwest,United States,11532,LAUREN MILLER,PK-7098,Plant Care & Seeds,1,2,0.8565,2.29,07-10-2021,"Yt-Campaign",R2172364183499386,FALSE,PAYPAL,VISA,M
SO55712,United Kingdom,United Kingdom,21068,LAWRENCE JIMENEZ,GL-H102-L,Pots,4,3,9.7136,23.5481,07-10-2021,"Meta-ads",Z6361895838082366,FALSE,CREDITCARD,VISA,M
SO55712,United Kingdom,United Kingdom,21068,LAWRENCE JIMENEZ,FE-6654,Plant Care & Seeds,3,2,8.2205,21.98,07-10-2021,"Google-ads",Y9382510029597605,FALSE,CREDITCARD,AMEX,M
SO55712,United Kingdom,United Kingdom,21068,LAWRENCE JIMENEZ,TT-M928,Plant Care & Seeds,2,2,1.8663,4.99,07-10-2021,"Yt-Campaign",E8958761119272103,FALSE,CREDITCARD,,M
SO55712,United Kingdom,United Kingdom,21068,LAWRENCE JIMENEZ,TI-M602,Plant Care & Seeds,1,2,11.2163,29.99,07-10-2021,"Google-ads",S8827778939605812,FALSE,CREDITCARD,VISA,M
SO55708,Canada,Canada,29266,LUCAS ANDERSON,WB-H098,Plant Care & Seeds,1,2,1.8663,4.99,07-10-2021,"Google-ads",W6676785586802949,TRUE,CREDITCARD,VISA,M
SO55708,Canada,Canada,29266,LUCAS ANDERSON,HL-U509,Plant Care & Seeds,2,1,12.0278,33.6442,07-10-2021,"Google-ads",U8765492033948223,FALSE,CREDITCARD,MC,M
SO55717,Southwest,United States,12410,MARIAH RICHARDSON,TT-M928,Plant Care & Seeds,2,2,1.8663,4.99,07-10-2021,"Google-ads",P1295942164968414,FALSE,CREDITCARD,MC,M
SO55717,Southwest,United States,12410,MARIAH RICHARDSON,TI-M823,Plant Care & Seeds,1,1,13.09,35,07-10-2021,"Google-ads",J1080632087382918,FALSE,CREDITCARD,,M
SO55691,Canada,Canada,11176,MASON ROBERTS,LJ-0192-X,Pots,1,1,31.7244,48.0673,07-10-2021,"Yt-Campaign",I5114431891051241,FALSE,CREDITCARD,AMEX,M
SO55683,Australia,Australia,17727,MONIQUE GILL,FE-6654,Plant Care & Seeds,1,2,8.2205,21.98,07-10-2021,"Google-ads",S4931754161479406,FALSE,CREDITCARD,VISA,M
SO55729,Canada,Canada,21354,MORGAN BAILEY,HL-U509-B,Plant Care & Seeds,2,1,12.0278,33.6442,07-10-2021,"Google-ads",Q7133524941439808,NA,CREDITCARD,VISA,M
SO55729,Canada,Canada,21354,MORGAN BAILEY,BK-R19B-52,Plants,1,1,343.6496,539.99,07-10-2021,"Google-ads",Z2276136086208729,FALSE,CREDITCARD,VISA,M
SO55695,Canada,Canada,11276,NANCY CHAPMAN,TT-M928,Plant Care & Seeds,2,2,1.8663,4.99,07-10-2021,"Google-ads",N6870991293446540,FALSE,CREDITCARD,VISA,M
SO55695,Canada,Canada,11276,NANCY CHAPMAN,TI-M267,Plant Care & Seeds,1,1,9.3463,24.99,07-10-2021,"Google-ads",C3032690412745470,FALSE,CREDITCARD,VISA,M
SO55721,Southwest,United States,13202,NATASHA ROMERO,FE-6654,Plant Care & Seeds,2,2,8.2205,21.98,07-10-2021,"Google-ads",R8269848653951414,FALSE,CREDITCARD,VISA,M
SO55721,Southwest,United States,13202,NATASHA ROMERO,HL-U509-R,Plant Care & Seeds,3,1,13.0863,34.99,07-10-2021,"Yt-Campaign",O9452772489825847,FALSE,PAYPAL,VISA,M
SO55721,Southwest,United States,13202,NATASHA ROMERO,BK-M68S-38,Plants,1,1,1117.8559,2071.4196,07-10-2021,"Google-ads",B8683796797568174,FALSE,CREDITCARD,AMEX,
SO55701,Northwest,United States,22081,OLIVIA CLARK,TI-M602,Plant Care & Seeds,1,2,11.2163,29.99,07-10-2021,"Google-ads",G4611204380869334,FALSE,CREDITCARD,VISA,M
SO55734,United Kingdom,United Kingdom,23774,REGINALD HARRISON,TT-R982,Plant Care & Seeds,3,2,1.4923,3.99,07-10-2021,"Google-ads",K7292888070515613,FALSE,CREDITCARD,MC,M
SO55734,United Kingdom,United Kingdom,23774,REGINALD HARRISON,TI-R628,Plant Care & Seeds,2,2,9.3463,24.99,07-10-2021,"Google-ads",V9938928763639721,FALSE,CREDITCARD,VISA,M
SO55734,United Kingdom,United Kingdom,23774,REGINALD HARRISON,HL-U509-R,Plant Care & Seeds,4,1,13.0863,34.99,07-10-2021,"Google-ads",Q4834460871163129,FALSE,CREDITCARD,VISA,M
SO55734,United Kingdom,United Kingdom,23774,REGINALD HARRISON,LJ-0192-X,Pots,5,1,31.7244,48.0673,07-10-2021,"Google-ads",X5382908955009114,FALSE,CREDITCARD,MC,M
SO55734,United Kingdom,United Kingdom,23774,REGINALD HARRISON,BK-R64Y-48,Plants,1,1,605.6492,1000.4375,07-10-2021,"Yt-Campaign",P5294365544138508,FALSE,CREDITCARD,MC,M
SO55686,Australia,Australia,17253,ROY SURI,SJ-0194-M,Pots,1,1,41.5723,53.99,07-10-2021,"Google-ads",G2323180167757232,TRUE,CREDITCARD,MC,M
SO55684,Australia,Australia,25136,RUBEN DIAZ,TT-M928,Plant Care & Seeds,1,3,1.8663,4.99,07-10-2021,"Google-ads",F1740353353977612,TRUE,CREDITCARD,VISA,
SO55684,Australia,Australia,25136,RUBEN DIAZ,HL-U509,Plant Care & Seeds,2,1,12.0278,33.6442,07-10-2021,"Google-ads",D8896708822028180,FALSE,CREDITCARD,MC,X
SO55713,United Kingdom,United Kingdom,13694,SAVANNAH GRAY,TT-R982,Plant Care & Seeds,1,2,1.4923,3.99,07-10-2021,"Google-ads",Y8750336141177844,FALSE,CREDITCARD,VISA,M
SO55713,United Kingdom,United Kingdom,13694,SAVANNAH GRAY,HL-U509,Plant Care & Seeds,3,1,12.0278,33.6442,07-10-2021,"Yt-Campaign",G3840844812419334,FALSE,CREDITCARD,VISA,M
SO55713,United Kingdom,United Kingdom,13694,SAVANNAH GRAY,TI-R982,Plant Care & Seeds,2,1,12.1924,32.6,07-10-2021,"Meta-ads",B8685337164167471,FALSE,CREDITCARD,VISA,M
SO55702,Northwest,United States,22244,SHELBY HOWARD,TI-M602,Plant Care & Seeds,1,2,11.2163,29.99,07-10-2021,"Google-ads",N9595112515383955,FALSE,CREDITCARD,MC,M
SO55715,France,France,25507,SUZANNE GUO,TT-T092,Plant Care & Seeds,1,2,1.8663,4.99,07-10-2021,"Google-ads",T8079634583083793,FALSE,CREDITCARD,AMEX,M
SO55711,United Kingdom,United Kingdom,19047,SYDNEY WALKER,WB-H098,Plant Care & Seeds,3,2,1.8663,4.99,07-10-2021,"Google-ads",Y3356266756899831,FALSE,CREDITCARD,MC,M
SO55711,United Kingdom,United Kingdom,19047,SYDNEY WALKER,BC-M005,Plant Care & Seeds,2,2,3.7363,9.99,07-10-2021,"Google-ads",E2878208175724854,TRUE,CREDITCARD,VISA,M
SO55711,United Kingdom,United Kingdom,19047,SYDNEY WALKER,FE-6654,Plant Care & Seeds,1,2,8.2205,21.98,07-10-2021,"Meta-ads",N8041434244435062,FALSE,CREDITCARD,MC,M
SO55711,United Kingdom,United Kingdom,19047,SYDNEY WALKER,HL-U509-R,Plant Care & Seeds,4,1,13.0863,34.99,07-10-2021,"Google-ads",X1411624277847152,FALSE,CREDITCARD,VISA,M
SO55723,United Kingdom,United Kingdom,29433,THOMAS KING,GL-H102-S,Pots,3,3,9.7136,23.5481,07-10-2021,"Google-ads",P6696706274219827,FALSE,CREDITCARD,VISA,M
SO55723,United Kingdom,United Kingdom,29433,THOMAS KING,LJ-0192-X,Pots,2,1,31.7244,48.0673,07-10-2021,"Google-ads",A5716715078588517,FALSE,CREDITCARD,MC,M
SO55723,United Kingdom,United Kingdom,29433,THOMAS KING,BK-T44U-54,Plants,1,1,755.1508,1214.85,07-10-2021,"Google-ads",H9548717213043164,FALSE,CREDITCARD,VISA,M
SO55728,Southwest,United States,24804,TONYA RAJI,BK-T79Y-50,Plants,1,1,1481.9379,2384.07,07-10-2021,"Google-ads",J4401216843796364,TRUE,PAYPAL,VISA,M
SO55685,Australia,Australia,12993,XAVIER HENDERSON,TT-M928,Plant Care & Seeds,1,2,1.8663,4.99,07-10-2021,"Google-ads",H1808521729213031,FALSE,CREDITCARD,VISA,M
SO55685,Australia,Australia,12993,XAVIER HENDERSON,HL-U509-R,Plant Care & Seeds,2,1,13.0863,34.99,07-10-2021,"Yt-Campaign",J1722999857359781,FALSE,CREDITCARD,MC,M
SO55698,Northwest,United States,23732,XAVIER WOOD,TI-M602,Plant Care & Seeds,1,3,11.2163,29.99,07-10-2021,"Google-ads",A9481324127147053,FALSE,CREDITCARD,MC,M
SO55698,Northwest,United States,23732,XAVIER WOOD,GL-H102-S,Pots,5,2,9.7136,23.5481,07-10-2021,"Google-ads",U8648730366953592,FALSE,CREDITCARD,MC,M
SO55698,Northwest,United States,23732,XAVIER WOOD,WB-H098,Plant Care & Seeds,4,2,1.8663,4.99,07-10-2021,"Google-ads",X3498963595013386,FALSE,CREDITCARD,VISA,M
SO55698,Northwest,United States,23732,XAVIER WOOD,BC-M005,Plant Care & Seeds,3,2,3.7363,9.99,07-10-2021,"Meta-ads",V2368526621993354,FALSE,CREDITCARD,MC,M
SO55698,Northwest,United States,23732,XAVIER WOOD,TT-M928,Plant Care & Seeds,2,1,1.8663,4.99,07-10-2021,"Google-ads",Z8469337493282995,FALSE,CREDITCARD,VISA,M
SO55761,Northwest,United States,24223,ABIGAIL ALEXANDER,PK-7098,Plant Care & Seeds,2,2,0.8565,2.29,08-10-2021,"Google-ads",G9371765085391867,FALSE,CREDITCARD,VISA,M
